Id,EntryTime,ExitTime,EntryPrice,ExitPrice,EntryQty,ExitQty,QtyAbs,TradePL,GrossPL,Commission,NetPL,PointsPerContract,GrossAmount,NetAmount,AmountExit,PositionAfterExit,BaseStrategy,StrategyRaw,Symbol,EntrySide,ExitSide,ExitReason,Direction,HoldMins,StrategyBucket,Session,SLBreached,SLCorrection,AdjustedNetPL
126,,2024-12-23 08:15:00,,,,1.0,1.0,18.75,18.75,4.04,14.71,2.942,18.75,14.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,14.71
128,,2024-12-23 14:30:00,,,,-1.0,1.0,150.0,150.0,4.04,145.96,29.192,150.0,145.96,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,145.96
130,,2024-12-23 15:45:00,,,,-1.0,1.0,60.0,60.0,4.04,55.96,11.192,60.0,55.96,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,55.96
132,,2024-12-26 03:15:00,,,,1.0,1.0,-296.25,-296.25,4.04,-300.29,-20.0,-296.25,-300.29,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,True,200.29000000000002,-100.0
134,,2024-12-26 07:30:00,,,,-1.0,1.0,-85.0,-85.0,4.04,-89.04,-17.808,-85.0,-89.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(53.75)),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-89.04
136,,2024-12-26 07:45:00,,,,1.0,1.0,15.0,15.0,4.04,10.96,2.192,15.0,10.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,10.96
138,,2024-12-26 12:30:00,,,,-1.0,1.0,146.25,146.25,4.04,142.21,28.442,146.25,142.21,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,142.21
140,,2024-12-26 18:00:00,,,,-1.0,1.0,-38.75,-38.75,4.04,-42.79,-8.558,-38.75,-42.79,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-42.79
142,,2024-12-27 09:30:00,,,,-1.0,1.0,-107.5,-107.5,4.04,-111.54,-20.0,-107.5,-111.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(0.00)),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,True,11.540000000000006,-100.0
144,,2024-12-27 12:30:00,,,,1.0,1.0,333.75,333.75,4.04,329.71,65.942,333.75,329.71,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,329.71
146,,2024-12-27 16:00:00,,,,1.0,1.0,-90.0,-90.0,4.04,-94.04,-18.808,-90.0,-94.04,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-94.04
148,,2024-12-30 06:30:00,,,,-1.0,1.0,22.5,22.5,4.04,18.46,3.692,22.5,18.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,18.46
150,,2024-12-30 07:15:00,,,,1.0,1.0,35.0,35.0,4.04,30.96,6.192,35.0,30.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,30.96
152,,2024-12-30 16:00:00,,,,-1.0,1.0,-236.25,-236.25,4.04,-240.29,-20.0,-236.25,-240.29,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,True,140.29,-100.0
154,,2024-12-31 04:15:00,,,,-1.0,1.0,80.0,80.0,4.04,75.96,15.191999999999998,80.0,75.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,75.96
156,,2024-12-31 12:45:00,,,,1.0,1.0,207.5,207.5,4.04,203.46,40.692,207.5,203.46,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,203.46
158,,2025-01-01 18:00:00,,,,1.0,1.0,-2.5,-2.5,4.04,-6.54,-1.308,-2.5,-6.54,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-6.54
