giStrategy report
Symbol: /MES:XCME
Work Time: 12/18/24 10:30 AM - 9/4/25 2:00 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
164;SuperSignal_v7_RTH15_v43(BTC Stop);Buy to Close;1;5.0;$5,989.25;2/26/25 4:30 PM;($182.50);$666.25;0.0;
165;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$5,986.00;2/27/25 9:00 AM;;$603.75;-5.0;
166;SuperSignal_v7_PreMarket45_43(BTC Target);Buy to Close;1;5.0;$5,952.50;2/27/25 10:00 AM;$167.50;$833.75;0.0;
167;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$5,934.00;2/27/25 2:30 PM;;$916.25;-5.0;
168;SuperSignal_v7_RTH15_v43(BTC Target);Buy to Close;1;5.0;$5,901.25;2/27/25 3:15 PM;$163.75;$997.50;0.0;
169;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$5,879.75;2/28/25 9:30 AM;;$981.25;-5.0;
170;SuperSignal_v7_PreMarket45_43(BTC LossLimit);Buy to Close;1;5.0;$5,907.25;2/28/25 10:30 AM;($137.50);$860.00;0.0;
171;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$5,920.00;2/28/25 3:30 PM;;$870.00;5.0;
172;SuperSignal_v7_RTH15_v43(STC Target);Sell to Close;-1;-5.0;$5,962.00;2/28/25 4:00 PM;$210.00;$1,070.00;0.0;
173;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$5,989.50;3/3/25 8:30 AM;;$1,041.25;5.0;
174;SuperSignal_v7_PreMarket45_43(STC Stop);Sell to Close;-1;-5.0;$5,964.25;3/3/25 10:00 AM;($126.25);$943.75;0.0;
175;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$5,916.25;3/3/25 1:15 PM;;$1,005.00;-5.0;
176;SuperSignal_v7_RTH15_v43(BTC Target);Buy to Close;1;5.0;$5,836.00;3/3/25 3:30 PM;$401.25;$1,345.00;0.0;
177;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$5,819.25;3/4/25 9:30 AM;;$1,408.75;-5.0;
178;SuperSignal_v7_PreMarket45_43(BTC Target);Buy to Close;1;5.0;$5,762.00;3/4/25 10:15 AM;$286.25;$1,631.25;0.0;
179;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$5,837.25;3/4/25 2:15 PM;;$1,625.00;5.0;
180;SuperSignal_v7_RTH15_v43(STC Stop);Sell to Close;-1;-5.0;$5,811.00;3/4/25 3:45 PM;($131.25);$1,500.00;0.0;
181;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$5,809.50;3/5/25 7:00 AM;;$1,500.00;-5.0;
182;SuperSignal_v7_PreMarket45_43(BTC Target);Buy to Close;1;5.0;$5,756.75;3/5/25 11:45 AM;$263.75;$1,763.75;0.0;
183;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$5,859.75;3/5/25 2:15 PM;;$1,705.00;5.0;
184;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$5,845.50;3/5/25 6:00 PM;($71.25);$1,692.50;0.0;
